occupantID,zoneID,occupantName,occupantRole,comfortPreference
O0560,Z590,Jenna Harris,Admin,68.2
O0561,Z590,Jenny Daniels,Visitor,70.9
O0562,Z590,Hannah Tucker,Contractor,68.1
O0563,Z590,Marc Booth,Technician,75.1
O0564,Z590,Bailey Marshall,Employee,68.6
O0565,Z590,Daniel Garcia,Executive,76.9
O0566,Z590,Christine Wright,Employee,70.5
O0567,Z590,John Christian,Analyst,69.6
O0568,Z943,Karen Lawrence,Engineer,71.4
O0569,Z943,Daniel Peters,Admin,70.8
O0570,Z943,Rebekah Duarte,Engineer,76.2
O0571,Z943,Mr. Kenneth Adams,Coordinator,71.8
O0572,Z943,Jennifer Schaefer,Analyst,72.8
O0573,Z943,Christine Nelson,Visitor,69.9
O0574,Z943,William Sanders,Manager,71.7
O0575,Z943,Bryan Wiggins,Visitor,69.0
O0576,Z943,Timothy Weiss,Guest,77.3
O0577,Z943,Andre Mendoza,Admin,70.8
O0578,Z943,Jaime Walker,Technician,70.5
O0579,Z943,Joan Hall,Technician,78.0
O0580,Z644,Julie Walker,Contractor,74.9
O0581,Z644,Donald Abbott,Employee,68.4
O0582,Z644,John Ellis,Contractor,71.8
O0583,Z644,Erin Jackson,Analyst,69.5
O0584,Z644,Lindsey Charles,Director,69.7
O0585,Z644,John Ramirez,Visitor,74.4
O0586,Z644,Morgan Waller,Employee,68.1
O0587,Z644,Christine Long,Specialist,73.6
O0588,Z644,Sydney James,Analyst,74.9
O0589,Z644,Nathan Buchanan,Engineer,71.7
O0590,Z644,Chase Pham,Engineer,73.9
O0591,Z644,Ryan Smith,Specialist,77.1
O0592,Z644,Marcus Woods,Director,69.7
O0593,Z644,Mark Johnson,Technician,77.1
O0594,Z644,Molly Valenzuela,Analyst,73.4
O0595,Z882,Andre Schultz,Admin,75.6
O0596,Z882,Katherine Owens,Researcher,69.5
O0597,Z882,John Garcia,Coordinator,70.1
O0598,Z882,Brittany Simpson,Coordinator,69.1
O0599,Z882,Alan Pratt,Technician,70.6
O0600,Z882,Keith Price,Guest,72.1
O0601,Z882,Angela Pope,Executive,71.5
O0602,Z882,Debbie Phillips,Visitor,74.8
O0603,Z882,Christina Young,Guest,71.4
O0604,Z882,Donald King,Director,72.7
O0605,Z503,Charles Shaw,Employee,69.8
O0606,Z503,Steven Rodriguez,Visitor,74.3
O0607,Z503,Kelly Owens,Guest,76.7
O0608,Z503,Jack Richardson,Employee,76.2
O0609,Z503,Christopher Parks,Manager,72.3
O0610,Z503,Robert Haynes,Visitor,72.7
O0611,Z503,Donald Clements,Engineer,71.9
O0612,Z503,Julie Gray,Employee,72.5
O0613,Z503,Christopher Johnson,Visitor,73.2
O0614,Z503,Tammy Watkins,Guest,73.0
O0615,Z503,Antonio Price,Employee,77.9
O0616,Z954,Barbara Pace,Coordinator,73.5
O0617,Z954,Diane Jackson,Manager,70.3
O0618,Z954,Dennis Mercado,Manager,71.4
O0619,Z954,Julie Gordon,Analyst,74.3
O0620,Z954,Susan Waters,Employee,69.6
O0621,Z259,Amber Garcia,Director,70.6
O0622,Z259,Chase Oliver,Admin,76.6
O0623,Z259,Christopher West,Analyst,75.8
O0624,Z259,Kaitlin Nichols,Researcher,77.3
O0625,Z259,Kathy Francis,Admin,77.3
O0626,Z259,John Contreras,Technician,69.4
O0627,Z259,Anna Armstrong,Contractor,71.8
O0628,Z259,Ashley Cruz,Admin,71.5
O0629,Z259,Lisa Erickson,Executive,77.8
O0630,Z259,Rachel Garrison,Researcher,74.2
O0631,Z259,Paul Sullivan,Director,74.7
O0632,Z259,Paul Griffith,Engineer,72.8
O0633,Z259,Samantha Perez,Analyst,76.8
O0634,Z259,Emily Smith,Contractor,75.4
O0635,Z259,Michael Massey,Visitor,69.0
O0636,Z967,Brandi Alvarez,Researcher,77.9
O0637,Z967,David Thompson,Specialist,77.2
O0638,Z967,Kyle Hayes,Guest,76.4
O0639,Z967,Eric Noble,Employee,72.7
O0640,Z967,Jacob Phillips,Technician,71.3
O0641,Z967,Lindsey Thompson,Executive,72.6
O0642,Z967,Mr. Troy Carter MD,Director,73.7
O0643,Z967,Stephanie Martinez,Executive,71.3
O0644,Z967,Christina Walsh,Specialist,76.8
O0645,Z967,Mary Robinson,Contractor,72.1
O0646,Z967,Hannah Lewis,Analyst,72.5
O0647,Z967,Richard Crosby,Manager,72.4
O0648,Z967,Mary Little,Visitor,74.7
O0649,Z967,Amy Blankenship,Engineer,73.5
O0650,Z958,Matthew Phillips,Guest,77.1
O0651,Z958,Jason Macdonald,Specialist,69.6
O0652,Z958,Tyler Mccoy,Analyst,76.2
O0653,Z958,Eric Adams,Director,72.5
O0654,Z958,Devin Johnston,Engineer,68.0
O0655,Z958,James Bates,Technician,76.8
O0656,Z958,Jeffrey Day,Engineer,77.4
O0657,Z605,Jonathon Martinez,Admin,68.3
O0658,Z605,Melissa Moran,Admin,72.4
O0659,Z605,Joshua Ayers,Coordinator,76.0
O0660,Z605,Michael Cisneros,Visitor,75.7
O0661,Z605,James Schaefer,Manager,70.3
O0662,Z605,Beverly Chen,Technician,70.0
O0663,Z605,Brian Sanchez,Analyst,73.0
O0664,Z605,Jonathan Scott,Engineer,74.8
O0665,Z605,Tyler Gross,Technician,74.5
O0666,Z605,Maria Torres,Specialist,77.9
O0667,Z605,Jeffrey Kelley,Visitor,71.5
O0668,Z605,Michael Carlson,Coordinator,74.0
O0669,Z605,Dana Fowler,Technician,75.4
O0670,Z605,Andrew Aguilar,Visitor,77.1
O0671,Z580,Katherine Wilson,Guest,75.5
O0672,Z580,Tyler Mcneil,Director,71.1
O0673,Z580,Melissa Crosby,Technician,77.2
O0674,Z580,Charles Soto,Analyst,76.9
O0675,Z355,Max Black,Manager,76.7
O0676,Z355,Rachel Holden,Employee,77.3
O0677,Z355,Todd Blackwell,Director,76.0
O0678,Z355,Tiffany Herrera,Visitor,73.2
O0679,Z355,Nancy Terry MD,Specialist,72.6
O0680,Z355,Gregory Stone,Coordinator,71.9
O0681,Z355,Ronald Huynh,Contractor,76.0
O0682,Z355,Jeffrey Martin,Coordinator,70.0
O0683,Z355,Angela Odom,Manager,75.6
O0684,Z355,Shane Mitchell,Executive,73.8
O0685,Z355,Dustin Cummings,Specialist,68.6
O0686,Z355,Beth Jacobs,Employee,74.8
O0687,Z437,Christian Moore,Contractor,68.2
O0688,Z437,Jessica Henderson,Executive,76.8
O0689,Z437,Charles Thomas,Contractor,72.2
O0690,Z437,Mrs. Jennifer Price,Engineer,73.4
O0691,Z437,Dr. Tonya Rodriguez,Contractor,75.8
O0692,Z437,Leon Harrington,Coordinator,69.7
O0693,Z437,Mr. Lance Chapman,Coordinator,75.2
O0694,Z437,Zachary Lopez,Employee,71.1
O0695,Z437,Colleen Hall,Analyst,72.6
O0696,Z437,Jennifer Cohen,Executive,71.5
O0697,Z437,Christine Anderson,Executive,72.9
O0698,Z437,Christina Frye,Researcher,73.8
O0699,Z437,Charles Olsen,Admin,68.6
O0700,Z437,Cody Chung,Executive,71.6
O0701,Z944,Shawn Davis,Specialist,74.8
O0702,Z944,Justin Wilcox,Engineer,77.7
O0703,Z944,Jill Moran,Analyst,75.5
O0704,Z944,Dennis Hanna,Contractor,69.2
O0705,Z944,Angela Jackson,Admin,71.1
O0706,Z944,Brandon Johnson,Admin,68.5
O0707,Z944,Jody Johnson,Admin,69.4
O0708,Z944,Stephanie Hernandez,Researcher,70.1
O0709,Z944,Juan Nelson,Guest,72.3
O0710,Z944,Cheryl Hess,Employee,73.3
O0711,Z944,Gary Perez,Manager,76.8
O0712,Z944,Kevin Green,Admin,68.7
O0713,Z872,Joseph Sanders II,Coordinator,74.2
O0714,Z872,Carmen Aguilar,Admin,74.0
O0715,Z872,Chelsea English,Engineer,70.2
O0716,Z872,Francis Ramos,Coordinator,70.4
O0717,Z872,Larry Carrillo,Contractor,68.9
O0718,Z872,Melissa Boyd,Guest,68.7
O0719,Z872,Joshua Thompson,Executive,73.3
O0720,Z872,Erin Wilson,Engineer,76.9
O0721,Z854,Brent Hicks,Contractor,71.7
O0722,Z854,Amanda Horton,Manager,69.4
O0723,Z854,Jennifer Ramirez,Manager,68.6
O0724,Z854,Nicole Avila,Analyst,76.5
O0725,Z854,Neil Cannon,Analyst,70.4
O0726,Z247,James Lamb,Admin,77.3
O0727,Z247,Katherine Jimenez,Specialist,69.5
O0728,Z247,Ruben Brown,Engineer,77.8
O0729,Z247,John Ellis,Director,71.1
O0730,Z247,Melissa Rodriguez,Visitor,75.6
O0731,Z247,Crystal Lewis,Coordinator,77.1
O0732,Z247,Melinda Case,Technician,76.0
O0733,Z247,Richard Jones,Employee,77.8
O0734,Z247,Timothy Sullivan,Researcher,71.9
O0735,Z079,Tyrone Vargas,Employee,72.6
O0736,Z079,Timothy Richardson,Analyst,76.1
O0737,Z079,Sheryl Cooper,Contractor,69.3
O0738,Z079,Rebekah Smith,Executive,76.6
O0739,Z079,Mr. Derek Morgan MD,Visitor,75.2
O0740,Z079,Matthew Acevedo,Specialist,72.9
O0741,Z024,Kathleen Campbell,Guest,71.7
O0742,Z024,Kenneth Martinez,Director,74.0
O0743,Z024,Ryan York,Guest,69.1
O0744,Z024,Dillon Norris,Engineer,75.1
O0745,Z024,Paula Hughes,Analyst,75.1
O0746,Z024,Anthony Ferguson,Admin,74.8
O0747,Z024,Sergio Hendrix,Executive,68.9
O0748,Z024,Kelly Finley,Director,73.5
O0749,Z024,Steven Bryan,Coordinator,72.8
O0750,Z024,Jodi Williams,Visitor,77.2
O0751,Z024,Ryan Wright,Specialist,70.3
O0752,Z194,Sandra Fox,Specialist,68.4
O0753,Z194,Adrian Lee,Manager,76.7
O0754,Z194,Justin Hines MD,Analyst,70.8
O0755,Z194,Latoya Moore,Engineer,71.1
O0756,Z194,Ashley Lyons,Visitor,72.5
O0757,Z194,Robin Bradley,Manager,76.9
O0758,Z065,Javier Munoz,Executive,71.1
O0759,Z065,Paul Pierce,Manager,74.6
O0760,Z065,Todd Thomas,Analyst,70.5
O0761,Z065,Maria Morgan,Employee,72.8
O0762,Z065,Patricia Perez,Director,76.8
O0763,Z065,Miguel Hill,Director,68.7
O0764,Z065,Amanda Lewis,Director,74.7
O0765,Z065,Daniel Jones,Manager,73.7
O0766,Z065,Heather Phillips,Coordinator,73.7
O0767,Z587,Spencer Robbins,Visitor,71.8
O0768,Z587,Melissa Burch,Specialist,75.7
O0769,Z587,Brent Evans,Researcher,76.4
O0770,Z587,John Villegas,Guest,77.8
O0771,Z587,Bruce Howard,Coordinator,69.7
O0772,Z587,Ashley Lopez,Director,76.3
O0773,Z587,Diana Brown,Technician,68.6
O0774,Z587,Autumn Hernandez,Employee,70.8
O0775,Z587,Robert Cook,Coordinator,69.2
O0776,Z587,Wendy Meyer,Employee,73.6
O0777,Z587,Daisy Lee,Specialist,75.1
O0778,Z587,Don Dillon,Specialist,74.9
O0779,Z587,Nathan Clark,Analyst,75.9
O0780,Z587,Sherry Curry,Manager,74.7
O0781,Z855,Angela Davidson,Contractor,68.6
O0782,Z855,Ruben Yu,Executive,70.5
O0783,Z166,William Peterson,Employee,69.3
O0784,Z757,Virginia Gillespie DDS,Specialist,74.8
O0785,Z757,Kevin Ruiz,Director,72.5
O0786,Z757,Oscar Sanchez,Contractor,69.0
O0787,Z757,Christopher Jensen,Coordinator,76.2
O0788,Z757,Bradley Pierce,Analyst,71.9
O0789,Z286,Ruth Hill,Engineer,70.5
O0790,Z286,Donna Roman,Admin,73.4
O0791,Z286,Michael Banks,Coordinator,69.2
O0792,Z286,Nicholas Murphy,Contractor,73.6
O0793,Z286,Jason George,Executive,77.3
O0794,Z286,Thomas Vaughn,Contractor,72.2
O0795,Z286,Mrs. Lisa Harrison DVM,Manager,76.8
O0796,Z286,Amanda Reynolds,Employee,68.1
O0797,Z286,Cynthia Hogan,Technician,72.7
O0798,Z230,Eric Johnson,Researcher,70.4
O0799,Z230,Carl Banks,Guest,74.6
O0800,Z230,Melissa Wallace,Employee,70.1
O0801,Z230,Michael Castaneda,Executive,71.6
O0802,Z230,Bruce Ramos,Coordinator,72.7
O0803,Z230,Adam Duncan,Technician,76.6
O0804,Z230,Aaron Garner,Coordinator,71.5
O0805,Z230,David Baker,Visitor,77.9
O0806,Z755,Lisa Frank,Visitor,77.3
O0807,Z755,Natalie Henry,Engineer,75.9
O0808,Z755,William Roberts,Contractor,73.8
O0809,Z755,Joshua Lee,Researcher,71.8
O0810,Z755,Gary Davis,Technician,70.2
O0811,Z755,Joel Schneider,Researcher,71.0
O0812,Z755,Cynthia Davis,Executive,74.5
O0813,Z755,Renee Davis,Executive,75.1
O0814,Z755,Anthony Lewis,Employee,75.5
O0815,Z755,Lisa Figueroa,Employee,70.1
O0816,Z755,Shannon Peck,Director,76.7
O0817,Z755,Steven Gould,Researcher,74.6
O0818,Z543,Craig Peters,Employee,69.4
O0819,Z543,Anthony Becker,Guest,68.8
O0820,Z543,Henry Humphrey,Manager,72.0
O0821,Z543,Michael Conley,Director,71.6
O0822,Z543,Amy Medina,Coordinator,72.5
O0823,Z543,Tammy Spence,Engineer,69.5
O0824,Z543,Lisa Hutchinson,Executive,77.7
O0825,Z543,Lisa Ross,Visitor,73.2
O0826,Z543,Brian Le,Executive,69.4
O0827,Z813,Carol Saunders,Contractor,68.4
O0828,Z813,Darren Watson,Technician,70.8
O0829,Z813,Desiree Shaffer,Guest,69.0
O0830,Z813,Robert Allen,Coordinator,75.5
O0831,Z813,Eric Pearson,Specialist,75.9
O0832,Z813,Taylor Simon,Visitor,72.0
O0833,Z813,Kristina Matthews,Employee,77.0
O0834,Z813,Michelle Travis,Guest,71.2
O0835,Z813,Thomas Hoffman,Contractor,69.1
O0836,Z813,Alexandria Velazquez,Visitor,70.7
O0837,Z813,Clinton Reese,Coordinator,72.0
O0838,Z813,Mr. Cameron Allen,Visitor,68.2
O0839,Z190,Donna Lopez,Engineer,77.3
O0840,Z190,Dr. Sarah Duarte,Specialist,73.8
O0841,Z190,Rachel White,Engineer,76.5
O0842,Z190,Victoria Fuentes,Engineer,68.7
O0843,Z190,Michael Griffin,Visitor,69.4
O0844,Z190,Susan Garcia,Engineer,70.6
O0845,Z190,Nicholas Chen,Researcher,70.5
O0846,Z190,John Novak,Manager,75.2
O0847,Z190,Matthew Welch,Coordinator,72.2
O0848,Z190,Larry Rivera,Employee,73.5
O0849,Z190,Robert Vaughn,Guest,72.2
O0850,Z190,Scott Williams,Admin,68.0
O0851,Z118,Kelly Blevins,Researcher,74.9
O0852,Z118,Ian Phillips,Admin,76.5
O0853,Z118,Lisa Brown,Employee,72.4
O0854,Z118,Kerri Garcia,Manager,77.9
O0855,Z118,Jennifer Jacobs,Coordinator,77.8
O0856,Z118,Tonya Lewis,Technician,69.5
O0857,Z118,Mr. Andrew Hamilton DDS,Contractor,74.0
O0858,Z118,Kevin Morgan,Manager,74.6
O0859,Z222,Sherri Stokes,Visitor,69.9
O0860,Z222,Joshua Tucker,Analyst,70.8
O0861,Z222,Jessica Wood,Director,68.9
O0862,Z222,Adam Hernandez,Executive,72.9
O0863,Z222,Regina Mitchell,Employee,69.1
O0864,Z222,Mary Evans,Technician,71.5
O0865,Z222,Jessica Robinson,Specialist,72.0
O0866,Z222,Wendy Cruz,Executive,72.3
O0867,Z222,Allison Dawson,Admin,77.2
O0868,Z222,Jessica Robinson,Contractor,73.3
O0869,Z222,Chelsea Martin,Employee,68.0
O0870,Z537,Susan Aguilar,Guest,69.4
O0871,Z537,Michael Patel,Engineer,73.1
O0872,Z537,Natasha Bartlett,Engineer,74.1
O0873,Z537,Lori Adams,Specialist,71.1
O0874,Z537,Mark Hernandez,Manager,69.2
O0875,Z480,Joshua Coleman,Director,73.0
O0876,Z480,Michael Richard,Contractor,77.3
O0877,Z480,Allison Butler,Contractor,76.8
O0878,Z480,David Gutierrez,Contractor,75.2
O0879,Z480,Barbara Wright,Director,72.4
O0880,Z480,Shelby Thomas,Technician,72.1
O0881,Z430,Amanda Smith,Engineer,76.4
O0882,Z430,David Gates,Specialist,77.3
O0883,Z430,Brian Gross,Coordinator,76.8
O0884,Z430,Pamela Smith,Executive,70.6
O0885,Z430,Curtis Buck,Manager,70.2
O0886,Z430,Robin Smith,Contractor,72.7
O0887,Z430,Thomas Petty,Executive,72.5
O0888,Z430,Jeremy May,Contractor,74.5
O0889,Z430,Nicholas Turner,Specialist,69.8
O0890,Z430,Robyn Cooper,Visitor,71.6
O0891,Z430,Priscilla Johnston,Specialist,71.8
O0892,Z430,Lucas Johnson,Contractor,74.9
O0893,Z430,Sean Castillo,Guest,75.6
O0894,Z246,Cheryl Gutierrez,Coordinator,75.7
O0895,Z246,David Carney,Analyst,71.7
O0896,Z246,Theodore Singleton,Researcher,70.6
O0897,Z246,Steven Bailey,Executive,69.1
O0898,Z246,Justin Jackson,Guest,75.3
O0899,Z246,Nicholas Vega,Guest,75.4
O0900,Z246,Richard Rodriguez,Specialist,75.2
O0901,Z246,Yvette Olson,Analyst,70.8
O0902,Z246,Elizabeth Turner,Analyst,74.9
O0903,Z246,Abigail Fox,Director,73.1
O0904,Z246,Melissa Davis,Contractor,68.8
O0905,Z246,Evelyn Maldonado,Contractor,71.1
O0906,Z688,Amy Burke,Researcher,69.5
O0907,Z688,Emily Giles,Employee,69.5
O0908,Z688,Nicholas Allen,Engineer,71.3
O0909,Z688,Gary Clark,Visitor,77.9
O0910,Z688,Lindsay Burke,Director,75.8
O0911,Z688,Tracy Miller,Director,75.7
O0912,Z688,Amanda Lee,Employee,77.0
O0913,Z688,Ashley Fields,Specialist,74.1
O0914,Z688,Matthew Dennis,Specialist,76.2
O0915,Z089,Michelle Kelley,Engineer,73.2
O0916,Z089,Jessica Bailey,Director,77.8
O0917,Z089,Adam Myers,Analyst,73.7
O0918,Z089,Diane Hensley,Manager,71.3
O0919,Z602,Shannon Clark,Manager,75.3
O0920,Z602,Jamie Johnson,Contractor,75.6
O0921,Z602,Robert Garcia,Manager,72.1
O0922,Z602,Kyle Singleton,Coordinator,72.6
O0923,Z769,Jennifer Simon,Coordinator,68.0
O0924,Z769,David Walker,Analyst,72.3
O0925,Z769,Samantha Horn,Researcher,72.2
O0926,Z769,Aimee Boyd,Engineer,70.2
O0927,Z769,Bradley Martinez,Guest,69.3
O0928,Z769,Charles Price,Technician,75.2
O0929,Z769,Sarah Reed,Technician,73.1
O0930,Z769,Rodney Sutton,Visitor,72.8
O0931,Z769,Mary Garza,Coordinator,69.1
O0932,Z769,George Morales,Visitor,71.7
O0933,Z483,Jeanette Robles,Guest,73.0
O0934,Z483,Brian Butler,Employee,68.5
O0935,Z483,Megan Tapia,Executive,77.1
O0936,Z483,Ashley Crawford,Specialist,73.6
O0937,Z483,Miguel Cruz,Coordinator,77.1
O0938,Z640,Linda Riley,Technician,72.8
O0939,Z640,Christopher Sandoval,Employee,75.6
O0940,Z640,Angela Elliott,Executive,71.5
O0941,Z184,Jennifer Mitchell,Guest,76.0
O0942,Z184,Kevin Hamilton,Engineer,73.3
O0943,Z184,Tony Olson,Manager,70.7
O0944,Z184,Sherri Davis,Visitor,76.4
O0945,Z184,Morgan Ortiz,Researcher,74.6
O0946,Z184,Paige Gilbert,Contractor,72.6
O0947,Z184,William Powers,Specialist,70.7
O0948,Z691,Wendy Smith,Analyst,77.3
O0949,Z674,Monica Nunez,Contractor,70.3
O0950,Z674,Taylor Rodgers,Visitor,77.2
O0951,Z674,Lori Mcdonald,Coordinator,77.2
O0952,Z674,Kristin Boyd,Technician,69.6
O0953,Z674,Joshua Hubbard,Guest,69.4
O0954,Z674,Matthew Ramsey,Coordinator,73.6
O0955,Z674,Tina Rose,Admin,77.3
O0956,Z674,Patricia Jackson,Contractor,72.9
O0957,Z674,Tyler Bruce,Admin,75.4
O0958,Z674,Steven Dixon,Guest,77.5
O0959,Z674,John Dixon,Executive,72.1
O0960,Z674,Michael Hunter,Contractor,68.8
O0961,Z674,Chris Gross,Specialist,68.7
O0962,Z159,Jasmine Carter,Director,72.5
O0963,Z159,Adrian Anderson,Specialist,77.3
O0964,Z159,Jennifer Brewer,Technician,69.9
O0965,Z159,Nancy Weeks,Specialist,77.7
O0966,Z159,Gregory Gonzalez,Researcher,75.2
O0967,Z159,Mary Baker,Coordinator,76.2
O0968,Z738,Andrea Castro,Technician,73.7
O0969,Z876,Kathy Johnson,Executive,70.3
O0970,Z876,Kayla Turner DDS,Contractor,77.4
O0971,Z876,Christopher Joseph MD,Technician,73.4
O0972,Z876,Alejandra Dickerson,Specialist,76.6
O0973,Z876,William Aguirre,Guest,77.9
O0974,Z876,Kara Gomez,Executive,68.6
O0975,Z876,Brandon Frost,Technician,69.4
O0976,Z876,Joan Bright,Analyst,68.5
O0977,Z876,Laurie Hernandez,Director,77.3
O0978,Z290,Jacob Fuentes,Contractor,76.6
O0979,Z290,Jerry Berry,Employee,68.3
O0980,Z290,Terry Wilson,Manager,69.1
O0981,Z290,Dr. James Johnson DDS,Employee,73.6
O0982,Z290,Erin Ramsey,Director,75.7
O0983,Z290,Christopher Kaiser,Visitor,74.4
O0984,Z290,Perry Davis,Technician,73.8
O0985,Z290,Glenn Johnson,Analyst,68.3
O0986,Z290,Jamie Long,Director,75.7
O0987,Z290,Kelly Smith,Contractor,68.9
O0988,Z290,Sonia Phelps,Contractor,73.3
O0989,Z290,Meredith Parks,Analyst,71.1
O0990,Z290,Derrick Palmer,Technician,70.5
O0991,Z290,Todd Griffin,Engineer,71.6
O0992,Z660,Aaron Williams,Director,69.9
O0993,Z660,Carly Harvey,Researcher,77.7
O0994,Z660,Brent Black,Analyst,77.0
O0995,Z399,Ronald Mcdaniel,Employee,73.4
O0996,Z399,Jesus Atkinson,Engineer,69.2
O0997,Z399,Jeffrey Sanders,Director,71.9
O0998,Z399,Todd Warren,Visitor,71.7
O0999,Z399,Melissa Blevins,Coordinator,71.4
O1000,Z781,Mary Stanley,Contractor,70.6
O1001,Z781,Thomas Stein,Researcher,77.3
O1002,Z781,Jacqueline Morrison,Analyst,68.8
O1003,Z781,Roberto Eaton,Analyst,73.6
O1004,Z781,Janice Montgomery,Visitor,68.7
O1005,Z781,Tracy Gonzales MD,Technician,71.0
O1006,Z781,Mark Evans,Visitor,76.2
O1007,Z781,Michael Mcfarland,Manager,75.4
O1008,Z781,Cheryl Chang,Analyst,72.3
O1009,Z781,George Sanchez,Executive,71.8
O1010,Z781,Sandra Washington,Visitor,76.1
O1011,Z781,Shawn Garcia,Technician,71.8
O1012,Z781,Andrew Watkins,Manager,75.5
O1013,Z781,Philip Harrison,Director,71.0
O1014,Z781,David Hall,Employee,74.8
O1015,Z319,Joseph Robinson,Employee,74.6
O1016,Z319,Heather Bailey,Employee,69.7
O1017,Z319,Bradley Nielsen,Executive,68.2
O1018,Z319,Amy Cole,Engineer,70.7
O1019,Z319,John Jones,Executive,68.1
O1020,Z319,Brittney Mitchell,Employee,72.7
O1021,Z319,James Burns,Analyst,77.6
O1022,Z319,Michael Lamb,Manager,76.6
O1023,Z319,Daniel Chambers,Coordinator,71.8
O1024,Z319,David Dalton,Visitor,70.4
O1025,Z319,Amanda Fitzpatrick,Executive,68.2
O1026,Z319,Melissa Garcia,Manager,72.7
O1027,Z226,Christopher Ritter,Coordinator,73.3
O1028,Z226,Brooke Avery,Visitor,73.4
O1029,Z226,Cheryl Porter,Guest,71.4
O1030,Z686,Carmen Chase,Specialist,72.8
O1031,Z686,Wesley Lawson,Researcher,74.4
O1032,Z686,Maria Diaz,Manager,68.7
O1033,Z686,Craig Russell,Engineer,73.9
O1034,Z686,Sherry Murphy,Executive,71.9
O1035,Z686,Kimberly Alexander,Engineer,77.4
O1036,Z686,Cheryl Page,Analyst,77.8
O1037,Z686,Edward Thomas,Specialist,69.7
O1038,Z472,Lisa Hughes,Manager,68.7
O1039,Z472,Mr. Brian Miller,Specialist,76.4
O1040,Z472,Gregory Caldwell,Director,76.4
O1041,Z472,Monique Rodriguez,Guest,75.0
O1042,Z472,Christopher Flores,Researcher,72.6
O1043,Z018,Mikayla Duran,Employee,74.1
O1044,Z018,Kayla Ball,Specialist,74.6
O1045,Z018,Zachary Lynch,Director,77.5
O1046,Z018,Ricardo Richmond,Analyst,75.6
O1047,Z018,Cassandra Pittman,Admin,76.2
O1048,Z018,Jennifer Scott,Engineer,73.8
O1049,Z018,James Hendricks,Director,72.7
O1050,Z018,Adam Thompson,Visitor,71.7
O1051,Z018,Kristen Simpson,Guest,68.3
O1052,Z018,Kristina Stevens,Researcher,77.2
O1053,Z018,Janice Ortiz,Specialist,69.3
O1054,Z618,Carol Marquez,Contractor,73.3
O1055,Z618,Cassandra Byrd,Admin,71.7
O1056,Z618,Martin Barker,Analyst,74.9
O1057,Z618,Brian Mason,Director,68.8
O1058,Z618,Angela Nguyen,Specialist,71.7
O1059,Z618,Ruben Nguyen,Researcher,68.4
O1060,Z618,Anthony Mcdonald,Technician,69.2
O1061,Z618,Omar Bennett,Employee,75.3
O1062,Z618,Elizabeth Johnson,Contractor,71.7
O1063,Z618,Jeffrey Cruz,Specialist,76.6
O1064,Z618,Jon Thompson,Coordinator,76.0
O1065,Z618,Denise Harrison,Researcher,76.2
O1066,Z208,Eduardo Huber,Specialist,71.7
O1067,Z208,William Ortiz,Engineer,76.8
O1068,Z208,Megan Miller,Employee,69.0
O1069,Z208,Jordan Thomas,Admin,72.6
O1070,Z208,Nancy Hahn,Guest,77.7
O1071,Z208,Catherine Simpson,Engineer,72.8
O1072,Z208,Tyler Foster,Technician,77.8
O1073,Z208,Amy Arias,Admin,71.6
O1074,Z208,Kyle Johnson,Guest,74.5
O1075,Z208,Carla Reeves,Specialist,76.0
O1076,Z208,Scott Turner,Technician,74.2
O1077,Z248,Lawrence Dixon,Visitor,76.3
O1078,Z248,Brianna Cook,Visitor,71.4
O1079,Z248,Michael Clark,Specialist,71.3
O1080,Z248,Amanda Pratt,Researcher,73.1
O1081,Z248,Alexander Harding,Employee,70.2
O1082,Z248,Tanya Beasley,Specialist,76.1
O1083,Z248,Christopher Wright,Director,73.8
O1084,Z248,Lauren Armstrong,Guest,69.2
O1085,Z248,Alexis Mahoney,Coordinator,76.3
O1086,Z248,Carrie Frederick,Technician,75.6
O1087,Z248,Kirk Mcclure,Admin,76.0
O1088,Z960,Jackson Grant,Director,70.4
O1089,Z406,Mark Schultz,Manager,69.7
O1090,Z406,Carrie Lewis,Guest,77.6
O1091,Z406,Kristi Rodriguez,Specialist,77.5
O1092,Z406,Wesley Farrell,Technician,71.5
O1093,Z406,Andrew Jones,Technician,74.3
O1094,Z406,Larry Gray,Specialist,70.8
O1095,Z406,Valerie Mcmillan,Contractor,68.8
O1096,Z406,Robert Holder,Manager,69.8
O1097,Z406,Justin Hensley,Director,71.4
O1098,Z406,Elizabeth Lambert,Specialist,73.9
O1099,Z406,John Cook,Visitor,76.5
O1100,Z036,Dennis Young,Coordinator,69.6
O1101,Z036,Tiffany Martinez,Technician,77.6
O1102,Z036,Jasmine Potter,Researcher,69.5
O1103,Z036,Jordan Rivera,Contractor,69.5
O1104,Z036,Michael Stevens,Admin,68.0
O1105,Z036,Beverly Cabrera,Technician,71.4
O1106,Z036,Michael Wang,Employee,71.6
O1107,Z036,Jessica Sharp,Technician,71.4
O1108,Z036,Amy Brewer,Engineer,72.4
O1109,Z853,Eric Chan,Director,71.6
O1110,Z853,Gerald Wilson,Admin,74.5
O1111,Z853,Christine Francis,Coordinator,69.4
